date time,[Input]Dam/water_level,[SP]Control Group 1/PID Rule,[Output]Woodruff_Dam_simple/CrestLevel,[IP]Control Group 1/PID Rule,[DP]Control Group 1/PID Rule,[PID]Control Group 1/PID Rule_isActive
2023-08-11 04:00:00,23.1107623355,23.2068624,21.82644279,,,1
2023-08-11 04:05:00,23.1106352551,23.2068624,21.8322675786,,,1
2023-08-11 04:10:00,23.1103177896,23.2068624,21.8381428716,,,1
2023-08-11 04:15:00,23.1099193793,23.2068624,21.8441895208,,,1
2023-08-11 04:20:00,23.1095382149,23.2068624,21.8503248302,,,1
2023-08-11 04:25:00,23.1092501221,23.2068624,21.8564692129,,,1
2023-08-11 04:30:00,23.1090460111,23.2068624,21.8625564238,,,1
2023-08-11 04:35:00,23.1087571265,23.2088944,21.8703362172,,,1
2023-08-11 04:40:00,23.1083543954,23.2109264,21.8783230813,,,1
2023-08-11 04:45:00,23.1078745981,23.2129584,21.8865471065,,,1
2023-08-11 04:50:00,23.1074541362,23.2139744,21.8941097319,,,1
2023-08-11 04:55:00,23.1071862609,23.2149904,21.9017110772,,,1
2023-08-11 05:00:00,23.1068724304,23.2160064,21.9092673856,,,1
2023-08-11 05:05:00,23.1064904611,23.2160064,21.9160664876,,,1
2023-08-11 05:10:00,23.1061078783,23.2160064,21.9229430194,,,1
2023-08-11 05:15:00,23.1059211525,23.2160064,21.9298429969,,,1
2023-08-11 05:20:00,23.1059175079,23.2170224,21.9374712529,,,1
2023-08-11 05:25:00,23.105814447,23.2180384,21.945014222,,,1
2023-08-11 05:30:00,23.1055027394,23.2190544,21.9527038681,,,1
2023-08-11 05:35:00,23.1050466116,23.2190544,21.9597663332,,,1
2023-08-11 05:40:00,23.1048857041,23.2190544,21.9669717029,,,1
2023-08-11 05:45:00,23.1050495063,23.2190544,21.9739505504,,,1
2023-08-11 05:50:00,23.1053951825,23.2200704,21.9815335628,,,1
