x,y
698213.65,3414287.7
698205.56,3414305.6
698197.21,3414323.4
698188.73,3414341
698180.13,3414358.1
698171.46,3414374.8
698162.67,3414391
698153.72,3414406.6
698144.5,3414421.6
698134.88,3414436.1
698124.83,3414450.3
698114.3,3414464.5
698103.87,3414478.8
698093.56,3414492.6
698083.11,3414505.7
698072.22,3414518.3
698060.79,3414530.4
698048.89,3414542
698036.14,3414553
698022.33,3414563.8
698007.41,3414574.5
697991.4,3414585.5
697974.12,3414597.5
697956.43,3414611.3
697940.35,3414626.2
697925.28,3414640.6
697910.56,3414654.6
697895.91,3414668
697881.12,3414680.8
697866.01,3414692.8
697850.34,3414704
697833.67,3414714.6
697816.76,3414724.8
697799.15,3414733.8
697780.25,3414742.6
697760.14,3414751.8
697739.23,3414762.5
697718.4,3414775.3
697699.02,3414790
697681.67,3414805.6
697665.85,3414821.3
697651.13,3414837.1
697637.3,3414853
697624.18,3414868.8
697611.62,3414884.7
697599.49,3414900.6
697587.7,3414916.6
697576.08,3414932.6
697564.46,3414948.8
697553.14,3414965.5
697541.97,3414982
697530.66,3414998.6
697519.04,3415015.5
697507.1,3415032.8
697494.91,3415050.7
697482.64,3415069.5
697470.46,3415089.1
697458.6,3415109.5
697447.21,3415130.8
697436.75,3415152.6
697427.13,3415174.4
697418.02,3415195.9
697409.27,3415217.2
697400.79,3415238.3
697392.47,3415259.2
697384.19,3415279.9
697375.81,3415300.4
697367.27,3415320.7
697358.49,3415340.8
697349.41,3415360.5
697339.9,3415379.8
697329.97,3415399
697320.06,3415417.9
697309.87,3415436
697299.33,3415453.8
697288.57,3415471.3
697277.75,3415488.7
697267.03,3415506.1
697256.6,3415523.6
697246.69,3415541.3
697237.42,3415559.1
697228.81,3415577.1
697220.89,3415595.5
697213.75,3415614.5
697207.63,3415634.3
697203,3415655.2
697200.35,3415676.8
697199.88,3415698.7
697201.47,3415720.3
697204.75,3415742
697210.38,3415763.8
697218.54,3415784.3
697227.99,3415803.1
697238.1,3415820.7
697248.61,3415837.3
697259.44,3415853.2
697270.53,3415868.5
697281.88,3415883.4
697293.5,3415898
697305.55,3415912.5
697318.23,3415926.9
697331.38,3415940.9
697344.76,3415954.9
697358.63,3415969.1
697373.1,3415983.4
697388.2,3415998
697403.91,3416012.6
697420.1,3416027
697436.48,3416041.1
697452.61,3416054.6
697468.2,3416067.5
697483.04,3416079.7
697496.97,3416091.3
697509.95,3416102.3
697521.98,3416112.8
697533.04,3416122.9
697543.16,3416132.7
697552.44,3416142.4
697560.99,3416152.1
697568.88,3416162
697576.18,3416172
697582.97,3416182.3
697589.28,3416192.8
697595.07,3416203.4
697600.31,3416214.1
697604.99,3416224.8
697609.11,3416235.3
697612.63,3416245.6
697615.54,3416255.5
697617.82,3416265.2
697619.49,3416274.6
697620.56,3416283.8
697621.05,3416292.9
697620.95,3416302
697620.25,3416311.2
697618.99,3416320.5
697617.17,3416330.1
697614.74,3416339.9
697611.67,3416350.1
697607.91,3416360.7
697603.39,3416371.5
697598.06,3416382.7
697591.85,3416394.2
697584.85,3416406
697576.93,3416417.9
697567.97,3416429.9
697557.92,3416442.1
697546.92,3416454.8
697535.2,3416468
697523.02,3416481.7
697510.5,3416495.7
697497.76,3416510
697485.11,3416524.6
697472.49,3416539.2
697459.83,3416553.7
697447.17,3416568.3
697434.54,3416582.7
697421.9,3416596.9
697409.16,3416610.7
697396.16,3416624
697382.7,3416636.8
697368.61,3416649.1
697353.75,3416661
697337.95,3416672.8
697321.61,3416684.8
697304.73,3416696.5
697287.25,3416708.2
697269.29,3416720
697250.96,3416731.8
697232.27,3416743.7
697213.26,3416755.9
697193.85,3416769
697175.04,3416783.6
697157.68,3416798.9
697167.51,3416809.6
697177.28,3416820.4
